ID,ADDRESS,MESSAGE
350,TNT,"Nag-expire na ang data subscription mo. Mag-subscribe ulit sa paborito mong offer, dial *123# NOW! It's FREE and as EASY as 1-2-3!"
351,TNT,Mayroon kang 1GB for VIDEO EVERY DAY with your GIGA subscription.
352,TNT,Mayroon kang 1GB for VIDEO EVERY DAY with your GIGA subscription.
353,TNT,VIDEO EVERY DAY MB: 1331.2 Exp: 18Oct2019 12:00AM
354,TNT,17Oct08:44 AM Load Balance: P0.00 UNLITEXT to ALL: Exp: 20Oct2019 08:43AM Open Access (Shareable) MB: 1024 Exp: 20Oct2019 08:43AM
355,TNT,"Tuloy ang Saya! May 1 GB + 1 GB VIDEO EVERY DAY for YouTube, iflix, NBA, iWant and Cignal Play + UNLITEXT to ALL ka na for 3 days with GIGA VIDEO 50."
356,TNT,"Simula Aug 1, ang GIGA VIDEO 50 ay hindi na available via KEYWORD and ACCESS CODE. Para mag-subscribe, dial *123# and go to GIGA VIDEO."
357,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
358,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
359,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
360,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
361,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
362,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
363,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
364,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
365,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
366,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
367,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
368,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
369,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
370,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
371,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
372,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
373,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
374,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
375,TNT,LAST CHANCE mo nang sumali sa #FREEYouTubeForALL! Enjoy watching videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
376,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
377,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
378,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
379,TNT,Di ka na huli sa balita w/ #FREEYouTubeForALL! Enjoy the latest trending videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
380,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
381,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
382,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
383,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
384,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
385,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
386,TNT,Di ka na huli sa balita w/ #FREEYouTubeForALL! Enjoy the latest trending videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
387,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
388,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
389,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
390,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
391,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
392,TNT,Di ka na huli sa balita w/ #FREEYouTubeForALL! Enjoy the latest trending videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
393,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
394,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
395,TNT,1/2 Thank you for your patience and understanding during the recent service interruption. We deeply apologize for the inconvenience and would like to
396,TNT,"2/2 make it up to you with a small gift. We've credited 100MB data to your account for FREE, valid for 1 day."
397,TNT,"May 100MB ka na lang sa iyong FREE Data. Mag-subscribe ulit sa paborito mong offer, dial *123# NOW! It's FREE and as EASY as 1-2-3!"
398,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
399,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
400,TNT,Di ka na huli sa balita w/ #FREEYouTubeForALL! Enjoy the latest trending videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
401,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
402,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
403,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
404,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
405,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
406,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
407,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
408,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
409,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
410,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
411,TNT,Di ka na huli sa balita w/ #FREEYouTubeForALL! Enjoy the latest trending videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
412,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
413,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
414,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
415,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
416,TNT,Di ka na huli sa balita w/ #FREEYouTubeForALL! Enjoy the latest trending videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
417,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
418,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
419,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
420,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
421,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
422,TNT,Di ka na huli sa balita w/ #FREEYouTubeForALL! Enjoy the latest trending videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
423,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
424,TNT,Di ka na huli sa balita w/ #FREEYouTubeForALL! Enjoy the latest trending videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
425,TNT,Di ka na huli sa balita w/ #FREEYouTubeForALL! Enjoy the latest trending videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
426,TNT,Ka-Tropa! Your balance is P0.00. Huwag kalimutang mag-load para hindi ma-deactivate ang iyong SIM.
427,TNT,Di ka na huli sa balita w/ #FREEYouTubeForALL! Enjoy the latest trending videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
428,TNT,"Wag magpahuli, sali na sa #FREEYouTubeForALL! Switch to an LTE SIM and get FREE 1hr (1GB) YouTube Every Day for 30 days. Dial *123# NOW to discover how!"
429,TNT,Di ka na huli sa balita w/ #FREEYouTubeForALL! Enjoy the latest trending videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
430,TNT,Di ka na huli sa balita w/ #FREEYouTubeForALL! Enjoy the latest trending videos w/ your FREE 1hr (1GB) YouTube basta may P10 load balance ka! Dial *123# NOW!
431,TNT,Get the latest hero skin & get P50 back on your 1st purchase pag bumili on Google Play using your TNT load! Go to smart.com.ph/paywithmobile DTI-FTEB 4917 s2019
432,TNT,Ka-Tropa! Your balance is P0.00. Huwag kalimutang mag-load para hindi ma-deactivate ang iyong SIM.
433,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *123# for FREE. Kaya try NA!"
434,TNT,"Nag expire na ang data subscription mo. Mag-subscribe ulit sa paborito mong offer, dial *123# for FREE. Kaya try NA!"
435,TNT,"Tuloy ang Saya! May 1GB + 1GB VIDEO EVERY DAY for YouTube, iflix, NBA, iWant and Cignal Play + UNLITEXT to ALL ka na for 3 days with GIGA VIDEO 50."
436,TNT,Ka-Tropa! Your balance is P0.00. Huwag kalimutang mag-load para hindi ma-deactivate ang iyong SIM.
437,TNT,Your FREE P10 expires today! Load more para makaregister to GIGA VIDEO 50!
438,TNT,Use your FREE P10 to register to GIGA VIDEO 50 and get 1GB Video EVERY DAY plus 1GB for any site valid for 3 days ! 'Til May 16 only!
439,TNT,"Go online at gawing mas masaya ang summer with video streaming, mobile games and more! Here's P10 to help you get started. Use it to register to GIGA VIDEO 50, valid 'til May 16 only! Load now and experience surfing with 4G LTE on TNT."
440,TNT,02May12:16 AM LOAD BAL: P0.00
441,TNT,02May12:15 AM LOAD BAL: P0.00
442,TNT,You're trying to access sites not included in your package OR haven't subscribed to one yet.
443,TNT,"2/3 sa GAANSURF5. Text GAANSURF5 to 4545 para tuloy-tuloy ang saya. Ito ay may 15MB for only Php 5 valid for 1day!Para sa iba pang TNT internet packages,click"
444,TNT,3/3 http://tntph.com/promos Siguraduhing may sapat na load. Please disregard this message kung naka-register ka na sa internet package.
445,TNT,1/3 Katropa!Ang site na ina-access ng iyong device ay di kasama sa iyong internet package o kaya ay di ka pa nakakaregister. Magload atleast P5 at magregister
446,TNT,Ka-Tropa! Your balance is P0.00. Huwag kalimutang mag-load para hindi ma-deactivate ang iyong SIM.
447,TNT,Meron kang FB Everyday habang active ang iyong promo. Text Bal to 214 para ma-check ang FB Everyday balance mo for the day.
448,TNT,"Nag expire na ang data subscription mo. Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
449,TNT,Meron kang FB Everyday habang active ang iyong promo. Text Bal to 214 para ma-check ang FB Everyday balance mo for the day.
450,TNT,26Mar10:45 AM LOAD BAL: P0.00 Open Access (Shareable) MB: 483.71 Exp: 28Mar2019 06:18AM FB EVERY DAY MB: 99.31 Exp: 27Mar2019 12:00AM
451,TNT,Tuloy ang Saya! May 500MB + FB (100MB/day) ka na for 2 days with Panalo Data 30.
452,TNT,Ka-Tropa! Your balance is P0.00. Huwag kalimutang mag-load para hindi ma-deactivate ang iyong SIM.
453,TNT,"30 DAYS non-stop ang saya w/ SURFSAYA 199! Get UNLICALL to TNT/Smart/Sun, UNLITEXT to ALL,2GB & FB EVERY DAY (200MB/day) for 30DAYS! Dial *121# NOW!DTI18188 s18"
454,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
455,TNT,"Mayroon kang up to 1GB of VIDEO EVERYDAY with your GIGASURF subscription. Dial *121# para makita ang latest data offers ng TNT. Service is free, kaya try now!"
456,TNT,01Mar7:42 AM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 03Mar2019 08:50AM Open Access (Shareable) MB: 795.48 Exp: 03Mar2019 08:50AM
457,TNT,VIDEO EVERYDAY MB: 1330.32 Exp: 02Mar2019 12:00AM
458,TNT,VIDEO EVERYDAY MB: 1330.32 Exp: 02Mar2019 12:00AM
459,TNT,01Mar7:42 AM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 03Mar2019 08:50AM Open Access (Shareable) MB: 795.48 Exp: 03Mar2019 08:50AM
460,TNT,"Tuloy ang Saya! May 1GB + 1GB VIDEO EVERY DAY for YouTube, iflix, NBA and more + UNLITEXT to ALL ka na for 3 days with GIGA 50."
461,TNT,Ka-Tropa! Your balance is P0.00. Huwag kalimutang mag-load para hindi ma-deactivate ang iyong SIM.
462,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
463,TNT,"Tuloy ang Saya! May 1GB + 1GB VIDEO EVERY DAY for YouTube, iflix, NBA and more + UNLITEXT to ALL ka na for 3 days with GIGASURF 50."
464,TNT,Celebrate #SmartAMAZING25! Get a chance to win P25M. Dial *121# to learn more!
465,TNT,1/3 Katropa!Ang site na ina-access ng iyong device ay di kasama sa iyong internet package o kaya ay di ka pa nakakaregister. Magload atleast P5 at magregister
466,TNT,"Mas marami, mas masaya! Bili na ng SURFSAYA ALLNET 55 w/ UNLICALL & TEXT sa LAHAT ng NETWORKS + 300MB + FB EVERY DAY for 3 days! Dial *121# NOW! DTI 2287 s2019"
467,TNT,"Join the #SmartAMAZING25 raffle promo & get a chance to win amazing monthly surprises & 25M in the grand draw on February 27, 2019! Dial *121# to find out more."
468,TNT,This is your LAST CHANCE to claim your bonus as we continue to celebrate #SmartAMAZING25! Dial *121# NOW to enjoy your freebie!
469,TNT,Ang tawag sa Smart/TNT/Sun promo na ni-register mo ay nag-expire na. Mag-register na ulit sa paborito mong promo. Libreng paalala mula sa Talk N' Text.
470,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
471,TNT,"Expired na ang iyong package. Para tuloy-tuloy ang saya sa pagsurf, text GIGA50 to 4545. Valid for 3 days."
472,TNT,Celebrate #SmartAMAZING25! Get a chance to win P25M. Dial *121# to learn more!
473,TNT,Tuloy ang Saya! May 200MB + 60 mins. calls to TNT/Smart/Sun + UNLITEXT to ALL ka na for 3 days with Panalo Combo 30.
474,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
475,TNT,"May 60 minutes ka na lang para gamitin ang UNLITEXT to ALL mo. Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
476,TNT,12Jan6:53 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 13Jan2019 08:28PM Open Access (Shareable) MB: 273.95 Exp: 13Jan2019 08:21PM
477,TNT,VIDEO EVERYDAY MB: 1296.95 Exp: 13Jan2019 12:00AM
478,TNT,Celebrate #SmartAMAZING25! Get a chance to win P25M. Dial *121# to learn more!
479,TNT,"Tuloy ang Saya! May 1GB + 1GB VIDEO EVERY DAY for YouTube, iflix, NBA and more + UNLITEXT to ALL ka na for 3 days with GIGASURF 50."
480,TNT,10Jan6:30 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 10Jan2019 08:28PM Open Access (Shareable) MB: 604.52 Exp: 10Jan2019 07:52PM
481,TNT,VIDEO EVERYDAY MB: 977.55 Exp: 11Jan2019 12:00AM
482,TNT,"Tuloy ang Saya! May 1GB + 1GB VIDEO EVERY DAY for YouTube, iflix, NBA and more + UNLITEXT to ALL ka na for 3 days with GIGASURF 50."
483,TNT,Celebrate #SmartAMAZING25! Get a chance to win P25M. Dial *121# to learn more!
484,TNT,VIDEO EVERYDAY MB: 1317.22 Exp: 07Jan2019 12:00AM
485,TNT,06Jan11:49 AM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 07Jan2019 08:28PM Open Access (Shareable) MB: 620.48 Exp: 07Jan2019 08:28PM
486,TNT,Celebrate #SmartAMAZING25 with us! Get a chance to win amazing monthly surprises and 25M in the grand draw! Dial *121# to find out more!
487,TNT,Celebrate #SmartAMAZING25! Get a chance to win P25M. Dial *121# to learn more!
488,TNT,"Tuloy ang Saya! May 1GB + 1GB VIDEO EVERY DAY for YouTube, iflix, NBA and more + UNLITEXT to ALL ka na for 3 days with GIGASURF 50."
489,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
490,TNT,01Jan11:53 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 02Jan2019 11:16AM Open Access (Shareable) MB: 233.52 Exp: 02Jan2019 11:16AM
491,TNT,VIDEO EVERYDAY MB: 1093.36 Exp: 02Jan2019 12:00AM
492,TNT,01Jan10:53 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 02Jan2019 11:16AM Open Access (Shareable) MB: 347.17 Exp: 02Jan2019 11:16AM
493,TNT,VIDEO EVERYDAY MB: 1141.36 Exp: 02Jan2019 12:00AM
494,TNT,VIDEO EVERYDAY MB: 1141.36 Exp: 02Jan2019 12:00AM
495,TNT,01Jan10:53 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 02Jan2019 11:16AM Open Access (Shareable) MB: 347.17 Exp: 02Jan2019 11:16AM
496,TNT,VIDEO EVERYDAY MB: 1183.22 Exp: 01Jan2019 12:00AM
497,TNT,31Dec3:19 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 02Jan2019 11:16AM Open Access (Shareable) MB: 643.96 Exp: 02Jan2019 11:16AM
498,TNT,30Dec5:49 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 02Jan2019 11:16AM Open Access (Shareable) MB: 903.13 Exp: 02Jan2019 11:16AM
499,TNT,VIDEO EVERYDAY MB: 1234.53 Exp: 31Dec2018 12:00AM Free Smart/TNT/Sun Mins: 25 Exp: 31Dec2018 02:31PM
500,TNT,"Tuloy ang Saya! May 1GB + 1GB VIDEO EVERY DAY for YouTube, iflix, NBA and more + UNLITEXT to ALL ka na for 3 days with GIGASURF 50."
501,TNT,Celebrate #SmartAMAZING25! Get a chance to win P25M. Dial *121# to learn more!
502,TNT,Uh oh! Kulang ang iyong regular load para mag-subscribe sa offer na ito. Magload na at subukan ulit or dial *121# for FREE para magsubscribe. Kaya try NA! RC:15
503,TNT,"You now have 25 mins to Smart/TNT/Sun for 3 days from #SmartAMAZING25. Claim another bonus next month. Dial *121#, get GIGASURF 99 and follow your passion!"
504,TNT,"Santa is a bit late, but here's your gift as we continue to celebrate #SmartAMAZING25! Claim it by dialing *121# NOW! Stay tuned for more gifts and surpises!"
505,TNT,Ka-Tropa! Your balance is P0.00. Huwag kalimutang mag-load para hindi ma-deactivate ang iyong SIM.
506,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
507,TNT,27Dec12:04 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 27Dec2018 02:38PM Open Access (Shareable) MB: 224.96 Exp: 27Dec2018 02:38PM
508,TNT,VIDEO EVERYDAY MB: 1224.79 Exp: 28Dec2018 12:00AM
509,TNT,25Dec7:54 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 27Dec2018 02:38PM Open Access (Shareable) MB: 553.57 Exp: 27Dec2018 02:38PM
510,TNT,VIDEO EVERYDAY MB: 1308.62 Exp: 26Dec2018 12:00AM
511,TNT,25Dec3:04 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 27Dec2018 02:38PM Open Access (Shareable) MB: 576.61 Exp: 27Dec2018 02:38PM
512,TNT,VIDEO EVERYDAY MB: 1326.03 Exp: 26Dec2018 12:00AM
513,TNT,24Dec4:29 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 27Dec2018 02:38PM Open Access (Shareable) MB: 966.72 Exp: 27Dec2018 02:38PM
514,TNT,VIDEO EVERYDAY MB: 1286.81 Exp: 25Dec2018 12:00AM
515,TNT,24Dec 4:29 PM VD#3999 Sorry for the inconvenience. Service is unavailable at this time. Pls try again later. (Transaction not charged).
516,TNT,"Tuloy ang Saya! May 1GB + 1GB VIDEO EVERY DAY for YouTube, iflix, NBA and more + UNLITEXT to ALL ka na for 3 days with GIGASURF 50."
517,TNT,Celebrate #SmartAMAZING25! Get a chance to win P25M. Dial *121# to learn more!
518,TNT,Hangad ng TNT ang isang makabuluhan at masayang Pasko para sa?yo at mga mahal mo sa buhay!
519,TNT,Ka-Tropa! Your balance is P0.00. Huwag kalimutang mag-load para hindi ma-deactivate ang iyong SIM.
520,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
521,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
522,TNT,21Dec1:01 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 22Dec2018 11:12AM Open Access (Shareable) MB: 558.17 Exp: 22Dec2018 11:12AM
523,TNT,VIDEO EVERYDAY MB: 1303.47 Exp: 22Dec2018 12:00AM
524,TNT,VIDEO EVERYDAY MB: 1327.9 Exp: 21Dec2018 12:00AM
525,TNT,20Dec5:07 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 22Dec2018 11:12AM Open Access (Shareable) MB: 734.17 Exp: 22Dec2018 11:12AM
526,TNT,20Dec5:08 PM LOAD BAL: P0.00 UNLITEXT to ALL: Exp: 22Dec2018 11:12AM Open Access (Shareable) MB: 734.17 Exp: 22Dec2018 11:12AM
527,TNT,VIDEO EVERYDAY MB: 1327.9 Exp: 21Dec2018 12:00AM
528,TNT,Celebrate #SmartAMAZING25! Get a chance to win P25M. Dial *121# to learn more!
529,TNT,"Tuloy ang Saya! May 1GB + 1GB VIDEO EVERY DAY for YouTube, iflix, NBA and more + UNLITEXT to ALL ka na for 3 days with GIGASURF 50."
530,TNT,Awesome prizes await you in the #SmartAMAZING25 monthly raffle! Keep loading to earn more raffle entries and get a chance to win 25M! Dial *121# NOW!
531,TNT,"Register na sa MAS pinasayang GIGASURF 99! Enjoy 2GB for any site + 1 hour Video Every Day (1GB/day) for YouTube, iWantTV, etc for 7 days! Dial *121# NOW!"
532,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
533,TNT,16Dec6:14 PM LOAD BAL: P0.00 Unli Allnet Txts: Exp: 17Dec2018 08:54AM Open Access (Shareable) MB: 751.25 Exp: 17Dec2018 08:54AM
534,TNT,VIDEO EVERYDAY MB: 1267.72 Exp: 17Dec2018 12:00AM
535,TNT,VIDEO EVERYDAY MB: 1267.72 Exp: 17Dec2018 12:00AM
536,TNT,16Dec6:10 PM LOAD BAL: P0.00 Unli Allnet Txts: Exp: 17Dec2018 08:54AM Open Access (Shareable) MB: 751.28 Exp: 17Dec2018 08:54AM
537,TNT,14Dec6:32 PM LOAD BAL: P0.00 Unli Allnet Txts: Exp: 17Dec2018 08:54AM Open Access (Shareable) MB: 932.31 Exp: 17Dec2018 08:54AM
538,TNT,VIDEO EVERYDAY MB: 1318.62 Exp: 15Dec2018 12:00AM
539,TNT,Celebrate #SmartAMAZING25! Get a chance to win P25M. Dial *121# to learn more!
540,TNT,"Tuloy ang Saya! May 1GB + 1GB VIDEO EVERY DAY for YouTube, iflix, NBA and more + UNLITEXT to ALL ka na for 3 days with GIGASURF 50."
541,TNT,Ka-Tropa! Your balance is P0.00. Huwag kalimutang mag-load para hindi ma-deactivate ang iyong SIM.
542,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
543,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
544,TNT,12Dec6:54 PM LOAD BAL: P0.00 Unli Allnet Txts: Exp: 13Dec2018 06:33AM Open Access (Shareable) MB: 350.24 Exp: 13Dec2018 06:33AM
545,TNT,VIDEO EVERYDAY MB: 1100.96 Exp: 13Dec2018 12:00AM
546,TNT,"Register na sa MAS pinasayang GIGASURF 50! Enjoy 1GB + 1 hour Video Every Day (1GB/day) for YouTube, iWantTV, etc + UNLITEXT to all for 3 days! Dial *121# NOW!"
547,TNT,"Register na sa MAS pinasayang GIGASURF 99! Enjoy 2GB for any site + 1 hour Video Every Day (1GB/day) for YouTube, iWantTV, etc for 7 days! Dial *121# NOW!"
548,TNT,"Tuloy ang Saya! May 1GB + 1GB VIDEO EVERY DAY for YouTube, iflix, NBA and more + UNLITEXT to ALL ka na for 3 days with GIGASURF 50."
549,TNT,Celebrate #SmartAMAZING25! Get a chance to win P25M. Dial *121# to learn more!
550,TNT,We're celebrating #SmartAMAZING25 and it's all thanks to you! Get MONTHLY bonuses and more! Claim your bonus by dialing *121# NOW! Stay tuned for more!
551,TNT,Ka-Tropa! Your balance is P0.00. Huwag kalimutang mag-load para hindi ma-deactivate ang iyong SIM.
552,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
553,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
554,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
555,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
556,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
557,TNT,"Naubos na ang FB Every day mo. Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
558,TNT,"May 20MB ka na lang sa iyong FB Every day. Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
559,TNT,06Dec6:04 AM LOAD BAL: P0.00 Unli Allnet Txts: Exp: 06Dec2018 06:45PM Smart/TNT/Sun UnliCall: Exp: 06Dec2018 06:45PM
560,TNT,FB Everyday MB: 81.86 Exp: 07Dec2018 12:00AM
561,TNT,05Dec 8:39 PM VD#3999 Sorry for the inconvenience. Service is unavailable at this time. Pls try again later. (Transaction not charged).
562,TNT,"May 20MB ka na lang sa iyong FB Every day. Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
563,TNT,"Naubos na ang data subscription mo. Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
564,TNT,05Dec7:19 AM LOAD BAL: P0.00 Unli Allnet Txts: Exp: 06Dec2018 06:45PM Open Access (Shareable) MB: 0.24 Exp: 06Dec2018 06:45PM
565,TNT,Smart/TNT/Sun UnliCall: Exp: 06Dec2018 06:45PM FB Everyday MB: 74.6 Exp: 06Dec2018 12:00AM
566,TNT,"Naubos na ang FB Every day mo. Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
567,TNT,Smart/TNT/Sun UnliCall: Exp: 06Dec2018 06:45PM FB Everyday MB: 1.78 Exp: 05Dec2018 12:00AM
568,TNT,04Dec7:51 PM LOAD BAL: P0.00 Unli Allnet Txts: Exp: 06Dec2018 06:45PM Open Access (Shareable) MB: 35.99 Exp: 06Dec2018 06:45PM
569,TNT,"May 20MB ka na lang sa iyong FB Every day. Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
570,TNT,"May 50MB ka na lang sa iyong data subscription. Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
571,TNT,Smart/TNT/Sun UnliCall: Exp: 06Dec2018 06:45PM FB Everyday MB: 70.04 Exp: 05Dec2018 12:00AM
572,TNT,04Dec11:54 AM LOAD BAL: P0.00 Unli Allnet Txts: Exp: 06Dec2018 06:45PM Open Access (Shareable) MB: 100.72 Exp: 06Dec2018 06:45PM
573,TNT,Smart/TNT/Sun UnliCall: Exp: 06Dec2018 06:45PM FB Everyday MB: 86.21 Exp: 05Dec2018 12:00AM
574,TNT,04Dec7:42 AM LOAD BAL: P0.00 Unli Allnet Txts: Exp: 06Dec2018 06:45PM Open Access (Shareable) MB: 262.02 Exp: 06Dec2018 06:45PM
575,TNT,Meron kang FB Everyday habang active ang iyong promo. Text Bal to 214 para ma-check ang FB Everyday balance mo for the day.
576,TNT,03Dec 10:13 PM VD#3999 Sorry for the inconvenience. Service is unavailable at this time. Pls try again later. (Transaction not charged).
577,TNT,03Dec 6:57 PM VD#3999 Sorry for the inconvenience. Service is unavailable at this time. Pls try again later. (Transaction not charged).
578,TNT,03Dec 6:55 PM VD#3999 Sorry for the inconvenience. Service is unavailable at this time. Pls try again later. (Transaction not charged).
579,TNT,Celebrate #SmartAMAZING25! Get a chance to win P25M. Dial *121# to learn more!
580,TNT,Tuloy ang saya! May 300MB + 100MB FB EVERY DAY + UNLICALL to TNT/Smart/Sun + UNLITEXT to ALL ka na for 3 days with SURFSAYA 30.
581,TNT,"Mag-subscribe ulit sa paborito mong offer, dial *121# for FREE. Kaya try NA!"
